"id","ph","ec","water_temp","ket","pengaduk"
2353,13.1436,0.356491,25,1,0
2354,13.1285,0.356491,25,1,0
2355,13.1436,0.362972,25,1,0
2356,13.1662,0.356491,25,1,0
2357,13.1436,0.362972,25,1,0
2358,13.1209,0.362972,25,1,0
2359,13.1738,0.362972,25,1,0
2360,13.1511,0.362972,25,1,0
2361,13.136,0.356491,25,1,0
2362,13.1058,0.356491,25,1,0
2363,13.0982,0.362972,25,1,0
2364,13.0907,0.356491,25,1,0
2365,13.1133,0.362972,25,1,0
2366,13.0982,0.362972,25,1,0
2367,13.0907,0.362972,25,1,0
2368,13.1058,0.362972,25,1,0
2369,13.0831,0.362972,25,1,0
2370,13.0982,0.362972,25,1,0
2371,13.1058,0.362972,25,1,0
2372,13.1209,0.362972,25,1,0
2373,13.0831,0.362972,25,1,0
2374,13.0907,0.362972,25,1,0
2375,13.1285,0.362972,25,1,0
2376,13.1511,0.362972,25,1,0
2377,13.1285,0.362972,25,1,0
2378,13.136,0.362972,25,1,0
2379,13.1436,0.362972,25,1,0
2380,13.136,0.362972,25,1,0
2381,13.1058,0.356491,25,1,0
2382,13.0907,0.356491,25,1,0
2383,13.0378,0.356491,25,1,0
2384,13.0529,0.356491,25,1,0
2385,13.0907,0.362972,25,1,0
2386,13.0907,0.362972,25,1,0
2387,13.0982,0.362972,25,1,0
2388,13.068,0.362972,25,1,0
2389,13.0831,0.356491,25,1,0
2390,13.1133,0.362972,25,1,0
2391,13.1209,0.362972,25,1,0
2392,13.0982,0.362972,25,1,0
2393,13.0907,0.362972,25,1,0
2394,13.1285,0.362972,25,1,0
2395,13.1209,0.362972,25,1,0
2396,13.0982,0.362972,25,1,0
2397,13.0831,0.362972,25,1,0
2398,13.0756,0.362972,25,1,0
2399,13.0831,0.362972,25,1,0
2400,13.0756,0.356491,25,1,0
2401,13.068,0.362972,25,1,0
2402,13.0756,0.362972,25,1,0
2403,13.0831,0.362972,25,1,0
2404,13.0831,0.362972,25,1,0
2405,13.0907,0.362972,25,1,0
2406,13.1058,0.362972,25,1,0
2407,13.1285,0.362972,25,1,0
2408,13.0907,0.362972,25,1,0
2409,13.0756,0.362972,25,1,0
2410,13.1133,0.362972,25,1,0
2411,13.0907,0.362972,25,1,0
2412,13.0907,0.362972,25,1,0
2413,13.0605,0.362972,25,1,0
2414,13.0756,0.362972,25,1,0
2415,13.0982,0.362972,25,1,0
2416,13.0907,0.362972,25,1,0
2417,13.0982,0.362972,25,1,0
2418,13.0756,0.362972,25,1,0
2419,13.0378,0.362972,25,1,0
2420,13.068,0.362972,25,1,0
2421,13.0378,0.362972,25,1,0
2422,13.1058,0.362972,25,1,0
2423,13.0831,0.362972,25,1,0
2424,13.0907,0.362972,25,1,0
2425,13.0831,0.362972,25,1,0
2426,13.0756,0.362972,25,1,0
2427,13.0529,0.362972,25,1,0
2428,13.0378,0.362972,25,1,0
2429,13.0605,0.362972,25,1,0
2430,13.0605,0.362972,25,1,0
2431,13.0831,0.362972,25,1,0
2432,13.1058,0.362972,25,1,0
2433,13.0529,0.362972,25,1,0
2434,13.0605,0.362972,25,1,0
2435,13.0453,0.362972,25,1,0
2436,13.0453,0.362972,25,1,0
2437,13.0605,0.362972,25,1,0
2438,13.068,0.362972,25,1,0
2439,13.0302,0.362972,25,1,0
2440,13.0076,0.362972,25,1,0
2441,13.0302,0.362972,25,1,0
2442,13.0605,0.362972,25,1,0
2443,13.0453,0.362972,25,1,0
2444,13.0378,0.362972,25,1,0
2445,13.0529,0.362972,25,1,0
2446,13.0907,0.362972,25,1,0
2447,13.0831,0.362972,25,1,0
2448,13.0605,0.362972,25,1,0
2449,13.0529,0.362972,25,1,0
2450,13.0907,0.362972,25,1,0
2451,13.0453,0.362972,25,1,0
2452,13.0378,0.362972,25,1,0
2453,13.0302,0.362972,25,1,0
2454,13.0302,0.362972,25,1,0
2455,13.0605,0.362972,25,1,0
